skill_dribbling,skill_curve,skill_ball_control,skill_moves,age,height_cm,weight_kg,power_strength
70,66,73,3,35,192,85,91
49,36,61,2,34,192,84,85
82,77,80,4,32,185,85,78
55,61,68,2,33,183,80,79
44,45,59,2,32,188,83,80
79,77,80,4,32,175,75,57
29,19,32,1,32,181,81,70
54,47,62,2,33,184,82,71
77,74,78,3,29,179,80,67
78,77,79,3,29,172,73,65
80,69,78,3,32,179,65,54
76,82,81,3,30,180,73,70
77,78,78,3,31,175,72,63
81,77,82,4,31,182,72,58
70,55,76,2,33,182,74,74
72,70,79,3,32,177,74,68
82,75,81,4,28,177,77,69
80,77,81,4,32,181,76,65
14,16,26,1,31,193,87,72
56,48,68,2,31,183,80,72
50,33,59,2,30,192,74,79
77,66,79,3,30,183,82,92
80,78,84,4,32,184,81,75
75,68,82,3,33,185,73,82
55,38,55,2,32,186,78,84
72,67,77,3,31,175,73,53
63,70,76,3,33,179,77,89
80,82,81,4,30,179,73,59
42,38,69,2,31,184,82,78
51,39,63,2,32,191,85,90
16,19,21,1,33,195,95,71
80,85,83,3,29,183,79,68
68,68,69,3,32,180,78,74
73,76,80,3,35,185,81,70
80,77,78,4,32,180,85,78
68,68,77,2,31,183,90,91
66,43,68,2,30,184,80,78
63,55,71,2,30,186,76,77
15,11,23,1,33,190,81,66
63,57,70,3,30,188,82,76
81,80,75,3,30,163,63,48
62,51,74,3,31,194,92,90
74,72,76,3,35,184,73,70
77,79,80,3,30,175,69,59
65,31,74,2,30,187,79,85
78,61,77,3,28,185,73,75
12,11,22,1,30,188,81,55
72,62,79,3,29,186,84,80
72,66,77,3,30,196,91,93
77,80,81,4,28,186,72,72
64,62,74,2,29,183,75,74
74,70,77,3,30,179,72,64
83,78,79,4,29,184,72,74
80,83,78,4,29,177,74,60
81,73,81,3,28,183,78,67
58,39,64,2,30,180,80,75
77,82,82,3,29,179,74,66
71,68,77,3,30,188,80,83
58,40,63,2,29,193,86,80
69,66,80,3,31,190,80,88
65,47,74,2,31,184,86,77
80,77,78,4,28,172,78,73
59,45,62,2,29,183,82,82
76,77,73,4,30,182,80,72
13,15,17,1,31,194,89,78
76,64,78,3,28,175,67,64
75,68,76,3,28,180,76,78
79,66,76,4,29,178,82,85
74,82,77,4,28,181,78,71
78,79,77,4,28,179,77,67
69,49,73,3,28,190,85,90
55,44,67,2,28,185,82,78
69,67,79,3,31,171,62,67
80,78,79,4,28,182,76,68
63,35,70,3,31,171,65,82
80,78,80,3,29,180,77,75
69,78,78,3,28,173,69,68
81,80,80,4,27,178,73,61
78,76,81,4,28,186,84,68
75,56,75,3,30,184,80,78
78,81,81,4,30,170,69,61
65,52,77,3,29,186,85,83
67,42,76,2,28,180,82,76
80,62,76,3,27,178,77,73
78,81,80,4,32,175,72,63
72,51,75,3,28,179,75,74
24,16,20,1,31,188,85,59
80,79,81,4,28,183,78,51
63,67,66,3,29,187,85,79
49,46,57,2,30,188,80,80
60,45,66,2,27,188,78,78
83,67,82,4,28,179,77,56
48,47,64,2,29,183,75,73
85,78,82,4,28,181,78,72
71,68,74,3,28,181,80,89
78,64,78,4,28,190,78,81
58,36,67,2,29,192,83,79
66,49,74,3,30,188,85,84
11,18,18,1,29,196,86,75
69,66,74,3,29,185,74,80
71,61,77,3,28,185,76,73
64,67,69,2,29,183,70,74
78,69,80,4,28,167,65,61
80,66,76,3,28,174,80,74
73,66,78,3,31,176,72,70
49,32,63,2,30,185,89,86
50,68,62,2,32,192,86,85
81,78,79,4,29,182,67,69
66,44,75,3,29,184,81,79
77,68,76,3,31,176,69,64
75,80,83,3,27,171,73,56
74,45,76,3,27,187,79,75
15,18,20,1,31,187,91,60
73,69,75,3,30,190,86,89
18,15,31,1,30,185,75,81
76,54,74,4,31,168,65,33
75,86,76,4,35,174,71,57
76,76,75,4,31,176,75,68
72,81,71,2,27,187,85,88
74,53,75,3,32,176,70,69
76,54,74,4,31,168,65,33
78,55,75,3,35,177,75,62
75,86,76,4,35,174,71,57
59,32,64,2,20,185,83,88
19,12,18,1,22,192,83,55
73,76,74,3,22,176,70,60
77,68,78,4,20,177,66,68
81,62,80,3,23,191,86,77
74,68,76,3,21,183,78,73
80,73,78,4,21,183,62,62
82,62,80,4,22,168,66,62
79,74,80,4,22,187,76,69
66,31,69,3,22,187,80,69
84,69,80,4,23,176,70,68
80,72,81,4,23,175,68,61
76,62,78,3,23,183,72,68
59,34,70,2,22,182,80,73
73,68,74,3,21,185,74,79
82,77,80,3,21,179,72,63
80,70,78,3,21,180,66,68
72,59,76,3,20,182,78,68
72,57,75,3,21,178,70,72
83,66,76,3,21,178,79,66
73,70,74,2,22,178,68,65
78,78,79,4,21,173,68,68
76,69,76,3,23,180,81,70
78,73,79,4,23,180,74,75
77,79,76,4,23,175,71,68
77,68,75,3,22,185,75,84
78,69,80,4,24,188,82,76
16,15,25,1,22,190,78,68
78,66,79,3,22,175,71,61
79,59,74,3,23,175,70,75
73,46,76,3,23,172,72,78
76,63,74,3,22,184,80,75
83,67,79,3,21,183,62,62
79,63,79,4,23,167,66,65
78,62,80,4,24,190,86,77
82,85,81,4,23,186,78,68
73,64,76,3,22,193,88,82
83,73,79,4,21,182,72,64
78,80,79,3,23,174,66,41
72,64,74,3,24,184,83,82
86,74,80,4,24,171,64,64
50,23,59,2,23,189,77,77
76,59,76,3,22,187,71,81
80,77,81,4,24,181,75,55
78,75,75,4,21,167,58,42
56,29,67,2,22,184,79,69
78,70,78,3,22,180,72,68
76,56,80,3,22,182,74,75
83,74,80,4,22,180,73,65
69,39,77,3,22,188,73,85
78,62,80,4,24,185,74,58
85,69,83,4,25,177,71,64
78,80,80,4,23,178,71,64
78,53,80,3,24,175,77,53
78,68,78,3,24,184,80,73
67,57,72,2,24,182,74,80
58,30,73,2,25,186,75,73
78,76,79,4,24,180,75,77
80,71,74,4,25,168,65,71
81,69,80,4,24,187,78,74
75,69,79,3,23,185,84,78
74,75,80,3,25,173,70,62
77,59,80,3,24,190,85,92
65,54,69,2,23,180,71,76
67,63,74,3,26,182,76,71
79,72,79,3,23,175,73,59
44,38,62,2,26,191,87,88
75,75,80,3,23,168,62,63
82,60,79,4,24,175,66,53
56,34,63,2,22,192,78,81
69,66,79,3,23,175,74,68
75,78,77,4,23,174,70,66
82,68,82,3,24,188,83,70
72,70,76,3,24,187,77,69
79,70,78,3,25,175,71,74
60,25,65,2,25,188,77,80
77,73,76,3,24,175,70,61
68,62,78,3,24,186,75,79
48,53,75,2,25,180,71,75
80,74,83,3,24,188,76,75
16,15,20,1,27,182,78,77
82,69,79,4,25,173,69,50
17,18,20,1,26,197,95,79
74,72,76,4,24,187,84,81
80,53,80,3,24,177,86,82
65,82,72,3,24,184,84,77
90,71,84,4,25,175,67,48
73,80,77,3,25,177,77,66
52,30,61,2,26,190,79,77
76,69,80,3,25,184,81,75
78,75,79,4,25,178,68,65
83,63,78,4,25,183,72,64
79,66,78,4,25,178,72,64
54,29,62,2,26,190,88,91
80,69,79,3,25,178,74,63
78,60,79,3,26,182,74,59
59,49,73,2,24,185,80,81
77,68,77,4,24,179,70,68
13,13,11,1,27,197,86,67
45,31,56,2,25,191,91,92
52,36,60,2,28,183,79,79
78,83,80,4,26,180,75,63
12,20,32,1,28,194,85,64
73,64,74,3,26,189,79,79
63,60,75,2,26,186,80,74
42,33,57,2,27,190,77,77
84,77,79,3,25,170,62,46
11,10,21,1,28,185,90,68
78,68,78,3,25,175,75,60
14,24,12,1,25,194,90,52
73,80,77,3,26,187,81,82
72,65,71,3,26,175,73,68
83,63,78,4,24,179,78,67
78,74,79,4,26,185,69,70
73,69,76,3,27,184,80,71
66,69,74,2,27,189,92,85
75,87,77,3,27,181,78,74
74,74,81,4,27,185,79,68
64,80,75,3,27,187,73,85
14,18,19,1,29,193,87,70
78,60,79,3,26,172,69,42
63,49,70,2,28,186,79,76
75,66,80,3,26,186,82,71
74,56,76,3,27,185,75,74
40,49,67,2,29,185,86,88
74,77,75,3,26,182,71,73
56,44,59,2,28,188,86,81
76,73,80,4,26,182,76,70
70,69,74,3,26,189,83,83
88,79,86,4,25,168,71,47
74,75,75,3,26,182,78,66
77,71,78,3,27,185,73,69
20,12,12,1,28,192,78,69
83,68,77,4,26,174,74,57
68,69,76,3,26,181,74,68
86,75,79,4,26,180,76,70
76,66,79,3,26,186,80,68
76,76,77,4,26,180,73,61
18,16,11,1,29,197,92,76
76,68,76,3,27,174,70,58
74,62,78,3,35,176,78,67
73,62,76,3,32,192,78,89
11,14,12,1,35,190,84,78
51,67,70,2,34,188,82,90
14,25,13,1,35,187,76,65
62,72,72,2,35,186,83,78
23,17,20,1,32,196,91,61
75,64,75,4,33,176,65,66
74,85,77,4,33,175,65,66
35,37,66,2,35,195,89,92
70,67,83,3,35,174,72,72
74,82,79,4,34,178,84,78
64,57,67,2,32,179,70,73
66,55,75,3,32,186,82,85
72,73,76,3,34,188,83,76
63,56,74,3,33,193,101,91
68,66,70,3,34,173,75,65
56,48,59,2,33,193,88,79
80,76,77,3,30,176,68,56
46,34,60,2,35,185,76,69
81,81,82,4,34,177,73,70
87,77,81,5,32,176,77,64
75,85,82,3,33,177,78,58
65,57,74,2,35,183,80,76
80,88,80,3,31,172,72,65
22,25,32,1,36,184,80,69
76,66,80,3,30,183,79,82
68,54,72,3,33,187,84,84
72,66,73,3,32,184,74,76
10,9,28,1,32,182,82,68
68,68,77,3,29,185,75,75
73,83,82,3,33,180,79,70
75,68,76,3,31,178,71,66
80,71,78,4,31,178,75,77
55,51,62,2,31,185,88,87
74,66,74,4,32,185,82,72
60,32,65,2,31,183,76,84
52,23,54,2,32,190,90,92
50,48,61,2,32,180,80,80
76,73,76,3,30,180,80,74
77,72,82,3,29,174,78,64
39,33,52,2,30,193,85,78
12,14,31,1,33,192,94,78
80,72,78,3,31,172,64,58
61,51,59,2,31,191,86,80
84,85,79,4,31,171,61,41
84,81,82,4,30,176,67,54
77,78,77,4,30,173,70,60
70,56,73,3,30,187,72,79
75,77,79,3,30,180,78,67
79,72,80,3,29,182,77,61
80,64,76,4,30,183,70,80
75,72,77,3,29,177,81,65
74,67,76,3,31,185,79,71
14,16,20,1,36,188,87,72
75,67,81,4,29,179,75,66
81,72,82,4,31,183,75,73
77,64,79,3,29,185,80,69
77,66,77,4,29,178,80,75
62,32,66,2,28,186,87,80
71,81,77,3,29,174,73,71
71,54,80,3,29,179,76,68
70,68,78,3,31,174,72,61
73,53,76,3,29,180,80,69
75,66,75,3,32,186,84,89
76,55,77,3,31,177,76,75
75,72,74,4,29,184,75,77
82,74,80,4,27,179,72,52
72,76,78,3,29,184,74,79
78,79,82,4,34,168,71,69
72,72,75,3,28,183,78,74
74,62,72,3,30,187,80,82
79,77,79,4,32,178,72,64
85,72,82,3,32,182,84,75
73,59,75,3,28,187,82,79
76,72,77,4,29,182,70,72
79,74,77,3,28,179,70,56
75,75,72,3,28,184,81,78
76,65,78,3,31,184,78,71
79,73,77,3,30,178,73,66
78,82,79,4,30,180,73,69
79,78,80,3,29,174,67,61
78,82,78,4,28,179,73,69
74,77,78,3,32,185,81,75
63,75,76,2,32,178,76,76
15,14,17,1,31,198,97,82
77,72,78,4,27,175,77,65
82,80,84,4,27,184,73,63
54,38,58,2,29,183,78,71
35,32,58,2,29,185,85,84
74,72,77,4,28,174,74,70
49,52,48,2,31,185,71,73
74,67,78,4,29,170,63,58
76,81,79,3,30,178,71,67
80,76,82,4,30,182,78,65
59,46,66,2,29,184,75,70
72,67,76,3,27,180,72,73
81,72,78,4,29,174,81,65
72,65,75,3,30,178,74,71
74,48,74,3,28,179,74,71
59,44,58,2,29,188,87,78
67,59,72,3,29,190,84,73
16,25,19,1,30,185,80,67
65,72,72,3,30,175,76,63
74,48,76,3,28,186,76,72
59,37,62,2,29,190,82,77
76,68,74,3,31,170,69,70
72,68,80,3,33,175,80,77
19,14,22,1,27,192,87,66
56,55,64,2,29,188,87,88
78,72,77,3,26,185,85,78
69,52,76,3,29,177,93,93
77,73,79,3,28,184,77,80
71,81,72,3,31,186,73,82
48,36,64,2,31,189,84,88
76,87,78,4,31,178,71,64
72,61,73,3,27,178,72,72
71,64,73,3,31,188,88,82
76,87,78,4,31,178,71,64
76,76,75,4,31,176,75,68
72,81,71,3,27,187,85,88
33,38,48,2,34,186,83,93
77,68,79,4,19,171,69,44
77,66,78,3,19,182,79,75
81,72,76,4,18,174,64,44
11,14,15,1,20,191,80,61
64,44,73,3,19,184,73,71
74,49,78,3,20,186,82,75
76,66,76,3,22,183,76,75
75,72,73,3,22,178,78,76
41,38,63,2,23,190,77,75
85,71,80,3,21,174,78,55
70,52,71,3,20,176,68,68
81,80,82,4,22,183,73,62
58,23,67,2,19,192,80,78
74,56,76,3,20,185,84,83
74,75,77,3,20,176,70,63
57,41,66,2,20,180,75,69
80,78,78,4,18,173,61,46
78,65,74,3,22,185,86,84
75,58,76,3,23,185,80,59
75,34,76,4,22,179,67,48
68,50,73,3,21,196,80,79
81,63,78,4,20,179,78,74
79,68,78,4,21,180,73,64
85,61,77,4,22,173,63,65
76,68,77,3,20,181,71,73
74,56,77,3,21,180,77,67
71,62,75,3,21,191,77,83
52,44,62,2,21,194,91,86
84,71,78,4,20,172,70,53
18,13,24,1,24,194,90,68
80,43,77,3,23,180,74,72
75,66,79,3,21,186,75,69
69,68,75,3,22,180,78,71
19,14,17,1,24,191,83,68
74,67,77,3,21,187,83,76
75,70,77,3,21,174,76,69
84,67,79,4,21,175,70,49
74,56,75,3,21,187,82,90
15,13,31,1,24,191,86,69
62,60,67,2,20,182,73,79
64,40,71,2,21,185,73,75
80,76,80,4,22,178,80,67
75,74,77,4,22,184,73,66
76,75,76,4,21,175,68,64
68,68,75,3,21,183,77,76
66,45,75,2,24,185,79,74
17,18,10,1,23,188,70,35
74,62,76,3,24,176,73,62
20,20,27,1,23,196,77,66
83,83,82,4,22,169,68,43
80,52,81,4,22,177,69,67
62,33,67,2,23,189,75,76
66,37,69,3,22,189,75,76
79,69,80,4,21,180,73,60
84,67,78,5,22,180,67,35
72,73,77,3,22,180,79,67
82,78,82,4,23,186,73,68
51,31,67,2,22,183,77,77
60,34,68,2,21,195,90,85
35,27,71,2,22,186,81,77
52,29,64,2,24,194,83,79
82,64,82,4,23,176,64,55
23,19,22,1,23,189,88,67
54,28,67,2,22,192,89,84
66,58,71,3,24,178,70,76
82,78,78,4,23,175,74,61
82,75,83,4,24,171,63,39
75,75,74,3,24,187,73,74
79,65,81,3,22,184,74,67
62,47,63,2,22,168,70,61
78,63,70,3,21,184,82,79
79,63,73,3,22,192,78,73
44,31,59,2,25,189,84,88
79,75,79,4,25,181,78,60
18,14,27,1,25,190,90,74
73,75,75,3,25,181,72,65
76,68,74,3,22,179,69,68
79,67,76,4,24,184,79,77
64,22,65,2,25,194,84,80
53,34,63,2,25,187,83,83
75,69,73,3,23,181,74,61
80,77,78,4,23,176,67,62
64,60,73,2,23,180,75,70
78,68,77,3,23,184,73,71
75,63,76,3,24,175,81,66
68,54,75,2,23,190,83,86
63,37,66,2,24,192,88,89
76,75,79,4,24,186,83,70
79,72,75,3,24,172,67,39
63,68,68,3,26,185,81,81
77,59,79,3,25,182,84,77
74,67,76,4,24,169,63,34
12,21,22,1,26,190,84,71
73,73,77,3,24,175,73,55
69,52,74,2,24,181,75,74
81,64,76,4,25,173,72,62
45,33,52,2,24,191,85,80
76,65,77,3,25,183,76,72
80,74,77,5,25,161,61,51
71,45,71,3,25,176,76,80
79,71,75,4,23,175,77,59
67,45,74,2,26,189,74,69
53,44,69,2,27,188,87,87
22,34,14,1,28,182,78,48
75,76,80,3,25,175,76,44
80,70,80,3,26,175,71,51
76,73,76,4,24,178,70,61
74,65,74,3,25,185,87,78
76,69,74,3,25,185,70,74
35,33,42,2,27,196,87,86
74,60,72,3,26,188,85,87
78,67,77,4,26,174,70,66
74,52,77,3,26,177,70,68
57,38,68,2,25,188,84,79
69,51,76,3,25,185,81,77
83,71,79,4,25,179,70,68
75,70,73,3,25,172,75,58
83,78,82,4,25,171,75,63
17,18,19,1,28,181,80,62
20,12,20,1,27,188,84,63
11,24,28,1,28,193,79,68
69,47,72,3,25,176,73,72
85,78,80,4,25,165,62,33
45,42,66,2,24,185,79,81
77,70,76,3,24,183,76,75
56,45,71,2,27,175,74,69
71,58,75,3,26,180,78,71
77,68,75,3,25,181,70,65
80,76,75,4,25,173,69,48
48,25,56,2,27,188,83,78
71,67,73,3,26,175,75,76
18,12,23,1,28,187,84,58
21,10,24,1,29,189,87,77
46,47,52,2,28,187,84,87
59,49,70,2,27,183,83,79
16,13,19,1,28,198,103,82
58,55,63,2,25,190,89,87
74,71,77,4,25,177,72,59
76,74,80,4,26,174,74,69
77,68,76,3,26,183,79,77
13,25,32,1,28,185,73,68
46,30,64,2,29,191,85,83
17,15,17,1,29,193,79,63
55,59,65,2,27,185,75,80
17,15,15,1,29,185,80,52
77,80,80,3,26,183,92,86
64,49,66,2,28,196,86,86
77,57,76,3,26,178,73,67
77,78,79,3,27,181,75,68
14,12,23,1,30,187,78,51
75,68,76,4,27,185,80,81
65,47,66,2,27,180,76,76
75,66,76,3,27,172,67,59
80,69,76,3,26,180,79,67
72,70,75,3,26,173,73,68
70,68,71,2,28,184,83,75
78,72,78,4,27,178,78,76
76,59,79,3,26,171,65,60
71,69,76,3,27,183,79,66
64,64,74,3,28,179,76,76
60,33,67,2,27,187,82,78
70,67,74,3,25,188,83,87
79,79,80,4,26,173,68,58
76,82,76,4,26,177,72,65
39,36,50,2,27,187,92,93
75,59,76,4,27,175,62,58
77,55,76,4,28,177,68,74
11,11,32,1,36,184,74,61
73,63,76,3,36,171,65,54
49,55,60,2,36,180,87,76
70,82,79,3,34,183,79,75
65,60,72,3,33,187,82,76
70,75,72,3,29,183,75,66
73,67,72,2,36,187,83,79
74,67,69,3,33,181,84,74
15,12,25,1,38,191,95,64
77,79,78,3,33,179,73,61
64,57,72,3,37,174,71,72
56,48,68,2,33,187,85,72
78,83,78,4,35,177,77,66
78,79,77,4,32,177,76,64
13,11,13,1,34,185,78,59
73,76,76,3,33,181,82,67
72,70,76,3,34,180,74,71
82,81,80,4,36,174,71,59
69,66,69,3,33,189,89,86
74,71,76,3,32,177,76,66
65,61,75,3,38,185,82,82
75,67,79,3,32,178,73,66
82,78,84,4,37,176,70,58
78,79,77,4,35,180,75,67
72,74,76,2,31,188,79,74
76,82,81,3,31,182,82,69
63,60,69,3,33,181,78,75
75,80,79,3,32,183,73,65
76,62,75,4,33,184,81,75
17,19,21,1,30,186,83,72
77,71,77,4,32,176,73,70
71,68,75,3,34,181,71,73
27,14,35,1,33,184,81,68
80,76,75,4,35,172,72,71
80,77,82,4,36,180,75,60
74,72,77,3,34,183,72,67
72,81,77,3,34,173,75,62
11,18,23,1,32,188,81,65
57,30,65,2,32,186,86,86
25,16,39,1,33,181,78,57
69,74,76,3,30,184,75,76
71,69,73,3,29,185,84,74
78,73,78,4,30,175,71,44
70,54,77,3,31,178,66,66
40,45,63,2,33,185,80,88
78,69,77,4,32,186,79,71
60,34,57,2,34,190,86,91
82,77,84,3,31,183,73,68
70,68,71,3,29,183,79,92
43,33,54,2,30,190,87,81
35,43,58,2,32,189,85,87
77,74,76,4,29,176,72,69
74,76,76,3,32,192,78,79
77,77,78,4,35,170,67,47
67,64,80,3,31,194,85,92
61,38,69,2,31,180,73,68
76,70,75,3,31,183,74,60
81,76,80,4,33,172,70,54
78,79,81,3,31,173,70,64
25,19,35,1,31,184,80,53
80,85,78,3,31,176,79,63
69,74,77,3,32,183,79,71
73,44,75,3,33,192,80,88
77,81,79,4,34,173,66,53
74,76,80,4,30,189,75,70
47,39,59,2,30,190,83,78
76,82,78,4,30,182,74,58
74,74,79,3,29,186,82,71
69,68,72,3,30,185,78,70
14,23,18,1,37,182,81,52
76,83,74,4,32,179,72,61
72,69,75,3,30,174,70,65
77,80,77,3,29,175,74,60
80,74,76,4,30,191,91,76
64,38,74,3,31,191,85,85
77,76,76,4,32,158,56,33
59,67,69,2,32,179,76,73
36,35,50,2,27,185,87,86
63,45,73,3,28,185,79,78
58,57,62,2,33,187,82,85
69,58,75,3,31,193,90,87
74,67,79,4,31,182,71,68
79,80,79,3,29,167,60,44
76,64,77,3,28,176,67,63
79,72,79,3,28,180,74,65
77,75,80,4,31,171,65,59
76,52,77,3,32,181,71,69
67,65,74,2,30,187,80,79
56,30,67,2,30,184,76,80
68,39,73,3,29,189,83,84
77,77,80,3,28,185,82,77
83,81,82,4,28,182,76,71
78,65,77,4,31,169,67,48
78,81,77,4,29,174,69,55
78,75,77,5,33,173,73,46
63,73,69,2,31,181,74,74
72,70,72,3,32,182,83,75
12,13,17,1,30,194,92,64
69,68,75,3,30,187,78,74
76,76,74,3,29,175,66,61
73,59,74,3,29,175,67,54
80,65,78,3,28,174,61,63
78,78,77,3,27,182,79,76
62,55,72,2,30,178,73,69
62,43,68,2,29,177,76,72
78,68,76,3,31,168,68,59
82,75,75,4,31,166,66,58
80,69,80,4,28,171,66,68
60,66,68,3,29,183,86,79
75,67,75,3,28,180,78,67
78,71,77,3,29,182,71,64
19,18,33,1,29,197,85,69
76,70,73,3,30,173,70,52
80,70,80,3,31,182,81,79
79,76,79,3,32,178,76,60
79,80,78,3,28,183,71,66
66,52,68,2,29,183,77,74
78,76,77,3,29,169,60,63
77,62,75,4,30,180,71,69
72,57,72,3,28,180,78,73
70,77,74,3,28,175,73,65
15,12,23,1,32,190,80,63
71,73,76,3,28,173,72,74
76,76,73,3,31,174,74,84
71,70,75,3,32,185,80,84
80,66,75,4,33,192,83,76
77,67,81,4,34,177,81,77
59,55,69,2,30,188,79,79
79,73,77,4,30,173,74,54
58,34,63,2,28,188,84,90
71,72,73,2,29,182,83,77
71,63,75,3,30,175,70,77
25,34,73,2,31,186,84,73
75,74,77,4,27,180,79,73
75,70,77,4,27,184,73,60
70,77,80,3,28,169,66,66
68,68,76,3,27,186,85,85
72,69,77,3,28,190,83,80
44,45,68,2,29,189,77,78
60,48,55,2,28,185,83,76
65,57,75,3,32,187,81,79
74,78,77,3,28,172,67,48
76,79,77,4,27,179,77,61
39,49,65,2,30,190,83,78
79,69,78,3,29,177,70,68
83,75,82,4,27,172,69,54
71,57,74,3,28,175,75,77
73,53,71,3,30,182,81,90
76,66,74,4,28,169,66,52
77,60,77,3,28,175,69,70
75,82,76,3,29,179,69,66
81,72,79,4,26,173,76,67
70,54,71,3,28,174,78,61
69,41,72,3,29,186,75,73
65,57,69,2,31,190,83,82
59,45,60,2,31,186,77,77
62,56,69,2,30,192,83,88
74,59,73,3,30,173,74,67
77,74,73,4,28,173,70,60
78,69,75,4,30,175,65,58
77,78,77,3,27,170,65,57
50,37,62,2,30,186,81,78
73,63,77,3,28,182,71,75
74,80,74,4,30,175,70,69
69,78,73,3,28,184,79,71
80,75,78,4,26,171,75,56
75,62,71,3,27,173,66,62
73,71,73,4,29,177,76,74
80,77,78,4,26,176,74,60
78,78,76,3,28,180,76,77
76,62,77,4,31,168,71,42
13,13,16,1,33,186,86,74
77,51,71,3,31,175,71,61
51,52,63,2,31,192,91,91
45,54,55,2,27,188,78,83
67,82,73,2,27,177,78,73
8,12,21,1,27,192,90,84
17,21,23,1,31,190,88,78
76,84,73,3,31,175,68,67
71,61,77,3,35,178,75,61
49,38,54,2,31,191,88,89
50,47,70,2,35,176,76,80
76,62,75,3,31,180,71,69
58,62,62,2,31,188,84,83
16,11,22,1,31,194,82,79
76,57,75,3,31,177,72,66
80,70,77,4,28,177,63,60
84,76,78,3,30,185,80,79
45,54,55,2,27,188,78,83
50,47,70,2,35,176,76,80
76,62,75,3,31,180,71,69
74,86,85,3,38,182,78,58
45,42,60,2,33,194,83,89
75,75,78,4,31,172,69,57
76,70,76,3,19,181,79,79
15,16,17,1,22,188,78,58
73,49,75,3,21,179,73,68
74,75,79,3,20,178,64,46
72,71,76,4,19,178,71,56
73,72,74,3,20,185,68,72
78,67,82,4,20,187,68,56
81,72,78,4,20,171,66,53
65,52,76,3,19,178,68,72
79,65,72,4,22,180,73,66
77,70,74,3,22,167,72,65
77,72,75,4,20,188,81,77
73,82,75,3,22,173,70,47
18,20,20,1,22,193,86,70
75,73,75,3,20,183,75,74
13,13,32,1,22,190,85,60
79,76,76,3,20,183,76,74
77,70,76,3,21,174,66,54
46,31,66,2,20,186,81,74
78,62,76,3,20,175,69,54
79,58,76,3,19,180,72,61
78,40,77,3,23,186,72,72
74,65,72,3,23,177,79,85
76,62,75,3,22,182,82,75
77,60,76,4,21,177,71,66
76,71,77,4,23,180,74,60
66,46,70,3,23,183,78,75
77,59,77,3,21,176,70,76
54,32,65,2,21,185,78,78
82,70,77,4,22,172,65,46
82,67,79,4,20,185,77,61
18,13,24,1,21,190,85,67
76,72,75,4,21,176,74,35
81,76,79,4,22,178,67,55
75,69,76,3,20,172,69,64
46,27,58,2,23,193,85,88
76,72,75,3,22,177,76,69
77,69,75,4,22,175,70,62
78,73,77,4,22,183,79,68
76,62,80,3,21,184,74,69
73,43,68,3,21,184,83,83
79,71,77,3,23,175,70,43
77,52,75,3,21,185,70,75
75,54,73,3,20,170,66,64
78,62,79,4,21,175,66,59
18,14,25,1,24,185,78,67
81,76,77,4,21,176,68,63
53,24,61,2,25,185,81,79
75,87,75,3,23,183,76,70
82,77,75,4,23,182,77,67
60,45,66,2,23,184,82,75
78,62,76,3,24,184,77,77
73,65,74,3,23,174,71,68
70,64,71,3,24,172,63,63
70,53,74,3,22,179,79,74
78,71,74,4,24,171,68,58
77,64,78,3,22,183,71,69
71,73,76,3,22,191,81,74
76,58,77,3,21,185,70,63
77,42,77,3,22,184,75,76
65,39,72,3,22,175,70,72
81,67,76,4,21,187,77,69
73,77,76,3,22,185,79,75
68,58,75,3,21,183,74,69
79,60,77,4,23,180,77,72
73,57,68,3,20,176,73,72
73,50,73,3,21,172,69,66
61,31,67,2,22,184,75,70
31,22,48,2,24,187,80,80
75,69,77,3,22,180,67,62
55,36,63,2,24,186,87,81
78,74,74,3,24,180,66,65
69,63,75,3,22,171,69,67
59,31,63,2,24,192,85,77
78,59,77,3,24,171,75,54
82,47,76,4,23,168,69,68
79,81,81,3,23,175,71,66
75,64,77,2,24,183,75,62
74,68,71,3,22,178,78,74
42,40,53,2,25,194,80,78
52,31,67,2,23,184,77,76
78,72,78,3,23,176,80,74
79,78,78,3,23,172,63,43
78,69,76,3,23,170,58,48
65,52,72,3,23,178,72,82
65,53,68,3,22,184,75,72
72,71,75,4,23,168,58,29
53,25,71,2,25,185,79,79
64,32,65,2,23,190,82,83
74,71,72,3,24,184,81,70
69,68,76,3,25,183,77,69
81,56,76,3,21,192,87,86
73,63,74,3,23,173,68,63
71,59,69,3,24,179,64,64
77,76,80,4,23,177,70,60
67,69,69,3,21,180,78,75
56,29,69,2,22,182,89,89
49,34,69,2,21,192,78,76
78,73,76,3,23,176,71,66
46,36,61,2,24,186,75,77
77,62,75,4,22,182,80,69
69,55,73,3,21,189,82,87
69,72,75,3,24,175,67,66
13,22,35,1,26,193,85,70
75,63,74,3,25,188,88,83
77,75,78,4,24,185,73,64
65,55,74,2,24,183,73,75
16,16,18,1,26,193,85,68
70,69,72,3,24,177,74,67
62,58,65,2,25,183,73,71
83,66,80,3,24,177,70,65
76,66,75,3,24,178,68,75
70,45,72,3,24,176,71,78
65,35,71,2,26,181,84,87
83,68,78,4,23,180,74,56
73,71,77,4,24,177,69,63
73,76,76,3,24,175,68,68
59,36,66,2,26,185,86,83
74,60,76,3,24,184,80,69
72,70,75,3,23,183,76,72
44,31,57,2,23,190,89,81
77,69,77,3,24,188,81,75
82,62,78,3,25,167,67,42
78,60,76,3,23,184,78,63
80,67,78,3,24,174,67,57
73,58,74,3,25,172,81,78
